T,K,F,Market_IV,Exp_Date
0.024657534246575342,711.0,684.3889742385651,0.050323499080795746,2025-12-19
0.024657534246575342,712.0,684.3889742385651,0.05204317520593505,2025-12-19
0.024657534246575342,713.0,684.3889742385651,0.05375700119336624,2025-12-19
0.024657534246575342,714.0,684.3889742385651,0.05546381719925995,2025-12-19
0.024657534246575342,715.0,684.3889742385651,0.05716533414109372,2025-12-19
0.024657534246575342,716.0,684.3889742385651,0.058860638524037494,2025-12-19
0.024657534246575342,717.0,684.3889742385651,0.060549169543251194,2025-12-19
0.024657534246575342,718.0,684.3889742385651,0.06223331650075649,2025-12-19
0.024657534246575342,719.0,684.3889742385651,0.06391164026058448,2025-12-19
0.024657534246575342,720.0,684.3889742385651,0.0655849166425041,2025-12-19
0.024657534246575342,725.0,684.3889742385651,0.07387029622607078,2025-12-19
0.024657534246575342,730.0,684.3889742385651,0.08203432365649388,2025-12-19
0.024657534246575342,735.0,684.3889742385651,0.09009151746757797,2025-12-19
0.024657534246575342,740.0,684.3889742385651,0.09803950486346948,2025-12-19
0.024657534246575342,750.0,684.3889742385651,0.11365498298477066,2025-12-19
0.024657534246575342,760.0,684.3889742385651,0.12891717266402555,2025-12-19
0.024657534246575342,765.0,684.3889742385651,0.1364208170040237,2025-12-19
0.024657534246575342,770.0,684.3889742385651,0.1438589340416546,2025-12-19
0.024657534246575342,780.0,684.3889742385651,0.15850600671222698,2025-12-19
0.024657534246575342,785.0,684.3889742385651,0.16572918628259692,2025-12-19
0.024657534246575342,795.0,684.3889742385651,0.17997132377645558,2025-12-19
0.024657534246575342,800.0,684.3889742385651,0.18697940492888526,2025-12-19
0.024657534246575342,805.0,684.3889742385651,0.19397299987279903,2025-12-19
0.024657534246575342,815.0,684.3889742385651,0.20769865565743417,2025-12-19
0.024657534246575342,820.0,684.3889742385651,0.21450935964219553,2025-12-19
0.024657534246575342,825.0,684.3889742385651,0.2212302885502594,2025-12-19
0.024657534246575342,830.0,684.3889742385651,0.22790400837302602,2025-12-19
0.024657534246575342,840.0,684.3889742385651,0.24108647617149104,2025-12-19
0.024657534246575342,845.0,684.3889742385651,0.24765583895538246,2025-12-19
0.024657534246575342,855.0,684.3889742385651,0.2605128401032092,2025-12-19
0.043835616438356165,691.0,684.9798662357941,0.010560044725494952,2025-12-26
0.043835616438356165,692.0,684.9798662357941,0.012090572516194711,2025-12-26
0.043835616438356165,693.0,684.9798662357941,0.013597383411486547,2025-12-26
0.043835616438356165,694.0,684.9798662357941,0.015083723648534726,2025-12-26
0.043835616438356165,695.0,684.9798662357941,0.016552052802267538,2025-12-26
0.043835616438356165,696.0,684.9798662357941,0.018004295005652326,2025-12-26
0.043835616438356165,697.0,684.9798662357941,0.019441994206453025,2025-12-26
0.043835616438356165,698.0,684.9798662357941,0.020866415208014882,2025-12-26
0.043835616438356165,699.0,684.9798662357941,0.02227861194162505,2025-12-26
0.043835616438356165,700.0,684.9798662357941,0.023679475566235578,2025-12-26
0.043835616438356165,701.0,684.9798662357941,0.0250697688905281,2025-12-26
0.043835616438356165,702.0,684.9798662357941,0.026450151849172553,2025-12-26
0.043835616438356165,703.0,684.9798662357941,0.027821200906892822,2025-12-26
0.043835616438356165,704.0,684.9798662357941,0.02918342355224736,2025-12-26
0.043835616438356165,705.0,684.9798662357941,0.030537270070598397,2025-12-26
0.043835616438356165,708.0,684.9798662357941,0.03455237381461357,2025-12-26
0.043835616438356165,709.0,684.9798662357941,0.0358763546739049,2025-12-26
0.043835616438356165,710.0,684.9798662357941,0.03719361370044475,2025-12-26
0.043835616438356165,711.0,684.9798662357941,0.038504397970222766,2025-12-26
0.043835616438356165,713.0,684.9798662357941,0.04110742975950224,2025-12-26
0.043835616438356165,714.0,684.9798662357941,0.042400079155626,2025-12-26
0.043835616438356165,715.0,684.9798662357941,0.04368706139137161,2025-12-26
0.043835616438356165,720.0,684.9798662357941,0.050042415883903534,2025-12-26
0.043835616438356165,725.0,684.9798662357941,0.05627699204433206,2025-12-26
0.043835616438356165,730.0,684.9798662357941,0.06240358592436273,2025-12-26
0.043835616438356165,740.0,684.9798662357941,0.07437026550137318,2025-12-26
0.043835616438356165,745.0,684.9798662357941,0.08022461819968099,2025-12-26
0.043835616438356165,750.0,684.9798662357941,0.08600046972378661,2025-12-26
0.043835616438356165,755.0,684.9798662357941,0.09170236710227328,2025-12-26
0.043835616438356165,760.0,684.9798662357941,0.09733422669452123,2025-12-26
0.043835616438356165,770.0,684.9798662357941,0.10840108521436792,2025-12-26
0.043835616438356165,780.0,684.9798662357941,0.11922395566377135,2025-12-26
0.043835616438356165,785.0,684.9798662357941,0.1245497915757889,2025-12-26
0.043835616438356165,795.0,684.9798662357941,0.13504020643684977,2025-12-26
0.043835616438356165,800.0,684.9798662357941,0.1402082682730918,2025-12-26
0.057534246575342465,692.0,685.4022442701777,0.009692991452932946,2025-12-31
0.057534246575342465,693.0,685.4022442701777,0.011021586313880456,2025-12-31
0.057534246575342465,694.0,685.4022442701777,0.012334927219401418,2025-12-31
0.057534246575342465,695.0,685.4022442701777,0.013634838062716533,2025-12-31
0.057534246575342465,696.0,685.4022442701777,0.014922730497483112,2025-12-31
0.057534246575342465,697.0,685.4022442701777,0.01619974037300577,2025-12-31
0.057534246575342465,698.0,685.4022442701777,0.017466784441042067,2025-12-31
0.057534246575342465,699.0,685.4022442701777,0.018724637175417405,2025-12-31
0.057534246575342465,700.0,685.4022442701777,0.019973935931437172,2025-12-31
0.057534246575342465,701.0,685.4022442701777,0.021215242011317886,2025-12-31
0.057534246575342465,702.0,685.4022442701777,0.02244901428991268,2025-12-31
0.057534246575342465,703.0,685.4022442701777,0.023675709392600865,2025-12-31
0.057534246575342465,704.0,685.4022442701777,0.02489564249013769,2025-12-31
0.057534246575342465,705.0,685.4022442701777,0.02610918226343205,2025-12-31
0.057534246575342465,706.0,685.4022442701777,0.02731660859735231,2025-12-31
0.057534246575342465,707.0,685.4022442701777,0.028518181139766164,2025-12-31
0.057534246575342465,708.0,685.4022442701777,0.029714104927228684,2025-12-31
0.057534246575342465,709.0,685.4022442701777,0.03090462956023064,2025-12-31
0.057534246575342465,710.0,685.4022442701777,0.03208994809919378,2025-12-31
0.057534246575342465,711.0,685.4022442701777,0.03327023338855355,2025-12-31
0.057534246575342465,712.0,685.4022442701777,0.03444564437094854,2025-12-31
0.057534246575342465,713.0,685.4022442701777,0.03561632422854967,2025-12-31
0.057534246575342465,714.0,685.4022442701777,0.03678238857933712,2025-12-31
0.057534246575342465,715.0,685.4022442701777,0.037944039177413236,2025-12-31
0.057534246575342465,720.0,685.4022442701777,0.04368952445513153,2025-12-31
0.057534246575342465,725.0,685.4022442701777,0.04933909647115017,2025-12-31
0.057534246575342465,730.0,685.4022442701777,0.05490190286265295,2025-12-31
0.057534246575342465,735.0,685.4022442701777,0.060385117299443666,2025-12-31
0.057534246575342465,740.0,685.4022442701777,0.06579496512686775,2025-12-31
0.057534246575342465,745.0,685.4022442701777,0.0711355900287561,2025-12-31
0.057534246575342465,750.0,685.4022442701777,0.07641155270837371,2025-12-31
0.057534246575342465,790.0,685.4022442701777,0.11661728983868157,2025-12-31
0.057534246575342465,795.0,685.4022442701777,0.12142162777447012,2025-12-31
0.057534246575342465,800.0,685.4022442701777,0.12618310437649743,2025-12-31
0.06301369863013699,693.0,685.5712684010205,0.012664236856444692,2026-01-02
0.06301369863013699,694.0,685.5712684010205,0.014003735398003774,2026-01-02
0.06301369863013699,695.0,685.5712684010205,0.015317923194494825,2026-01-02
0.06301369863013699,696.0,685.5712684010205,0.01660997869376101,2026-01-02
0.06301369863013699,697.0,685.5712684010205,0.017882395390670255,2026-01-02
0.06301369863013699,698.0,685.5712684010205,0.019137176697554437,2026-01-02
0.06301369863013699,699.0,685.5712684010205,0.020375964176861456,2026-01-02
0.06301369863013699,700.0,685.5712684010205,0.021600125178588662,2026-01-02
0.06301369863013699,701.0,685.5712684010205,0.02281081465129579,2026-01-02
0.06301369863013699,702.0,685.5712684010205,0.024009019916038214,2026-01-02
0.06301369863013699,703.0,685.5712684010205,0.025195593848652536,2026-01-02
0.06301369863013699,704.0,685.5712684010205,0.026371279963523772,2026-01-02
0.06301369863013699,705.0,685.5712684010205,0.02753673170787693,2026-01-02
0.06301369863013699,706.0,685.5712684010205,0.028692527531006703,2026-01-02
0.06301369863013699,707.0,685.5712684010205,0.029839182816307125,2026-01-02
0.06301369863013699,708.0,685.5712684010205,0.03097715944398958,2026-01-02
0.06301369863013699,709.0,685.5712684010205,0.032106873540741515,2026-01-02
0.06301369863013699,710.0,685.5712684010205,0.033228701821950216,2026-01-02
0.06301369863013699,715.0,685.5712684010205,0.038730574606661676,2026-01-02
0.06301369863013699,720.0,685.5712684010205,0.044076315550444084,2026-01-02
0.06301369863013699,725.0,685.5712684010205,0.049289038763722176,2026-01-02
0.06301369863013699,730.0,685.5712684010205,0.054385464980831154,2026-01-02
0.06301369863013699,735.0,685.5712684010205,0.059378244905730536,2026-01-02
0.06301369863013699,740.0,685.5712684010205,0.06427728495771881,2026-01-02
0.06301369863013699,745.0,685.5712684010205,0.06909055696770626,2026-01-02
0.0821917808219178,694.0,686.1631811747162,0.011972326196030532,2026-01-09
0.0821917808219178,695.0,686.1631811747162,0.013153031440476299,2026-01-09
0.0821917808219178,696.0,686.1631811747162,0.014311682705169974,2026-01-09
0.0821917808219178,697.0,686.1631811747162,0.015450940444450705,2026-01-09
0.0821917808219178,698.0,686.1631811747162,0.0165729140215274,2026-01-09
0.0821917808219178,699.0,686.1631811747162,0.017679312723404544,2026-01-09
0.0821917808219178,700.0,686.1631811747162,0.018771546933300354,2026-01-09
0.0821917808219178,701.0,686.1631811747162,0.019850798297216775,2026-01-09
0.0821917808219178,702.0,686.1631811747162,0.020918069822177185,2026-01-09
0.0821917808219178,703.0,686.1631811747162,0.021974222542853243,2026-01-09
0.0821917808219178,704.0,686.1631811747162,0.023020002937504707,2026-01-09
0.0821917808219178,705.0,686.1631811747162,0.02405606381222555,2026-01-09
0.0821917808219178,706.0,686.1631811747162,0.02508298047246092,2026-01-09
0.0821917808219178,707.0,686.1631811747162,0.026101263428399902,2026-01-09
0.0821917808219178,708.0,686.1631811747162,0.027111368507291973,2026-01-09
0.0821917808219178,709.0,686.1631811747162,0.02811370499628385,2026-01-09
0.0821917808219178,710.0,686.1631811747162,0.029108642268289724,2026-01-09
0.0821917808219178,715.0,686.1631811747162,0.03398308843982017,2026-01-09
0.0821917808219178,720.0,686.1631811747162,0.038712417541690296,2026-01-09
0.0821917808219178,725.0,686.1631811747162,0.04331886733594613,2026-01-09
0.0821917808219178,730.0,686.1631811747162,0.04781840152055316,2026-01-09
0.0821917808219178,740.0,686.1631811747162,0.05654209275349098,2026-01-09
0.0821917808219178,745.0,686.1631811747162,0.060783100541723624,2026-01-09
0.0821917808219178,755.0,686.1631811747162,0.06905450625552832,2026-01-09
0.10136986301369863,695.0,686.7556049977335,0.009698035385330163,2026-01-16
0.10136986301369863,700.0,686.7556049977335,0.014990499516133767,2026-01-16
0.10136986301369863,705.0,686.7556049977335,0.020110541324741757,2026-01-16
0.10136986301369863,710.0,686.7556049977335,0.025102575353421534,2026-01-16
0.10136986301369863,715.0,686.7556049977335,0.029990986679583553,2026-01-16
0.10136986301369863,720.0,686.7556049977335,0.03479099220150743,2026-01-16
0.10136986301369863,725.0,686.7556049977335,0.03951276613709362,2026-01-16
0.10136986301369863,730.0,686.7556049977335,0.04416229404427011,2026-01-16
0.10136986301369863,735.0,686.7556049977335,0.04874843014214144,2026-01-16
0.10136986301369863,740.0,686.7556049977335,0.05327704669301583,2026-01-16
0.10136986301369863,745.0,686.7556049977335,0.057747268921447374,2026-01-16
0.10136986301369863,750.0,686.7556049977335,0.06216472235436028,2026-01-16
0.10136986301369863,755.0,686.7556049977335,0.06653453386013092,2026-01-16
0.10136986301369863,760.0,686.7556049977335,0.07084737412174723,2026-01-16
0.10136986301369863,765.0,686.7556049977335,0.07512443232330064,2026-01-16
0.10136986301369863,770.0,686.7556049977335,0.07935481727446934,2026-01-16
0.10136986301369863,780.0,686.7556049977335,0.08767909022168323,2026-01-16
0.10136986301369863,795.0,686.7556049977335,0.09989691899187478,2026-01-16
0.10136986301369863,800.0,686.7556049977335,0.10391073197611066,2026-01-16
0.10136986301369863,810.0,686.7556049977335,0.11178776903580571,2026-01-16
0.10136986301369863,825.0,686.7556049977335,0.12332969266671012,2026-01-16
0.10136986301369863,840.0,686.7556049977335,0.13463663920640362,2026-01-16
0.12054794520547946,696.0,687.3485403113054,0.01499589685123162,2026-01-23
0.12054794520547946,697.0,687.3485403113054,0.014717869654424176,2026-01-23
0.12054794520547946,699.0,687.3485403113054,0.015388737306329184,2026-01-23
0.12054794520547946,700.0,687.3485403113054,0.015954051121394374,2026-01-23
0.12054794520547946,705.0,687.3485403113054,0.019380005179763612,2026-01-23
0.12054794520547946,706.0,687.3485403113054,0.020106219283520556,2026-01-23
0.12054794520547946,710.0,687.3485403113054,0.02303220352372613,2026-01-23
0.12054794520547946,715.0,687.3485403113054,0.02667064249646144,2026-01-23
0.12054794520547946,720.0,687.3485403113054,0.030251967491820443,2026-01-23
0.12054794520547946,725.0,687.3485403113054,0.033767935050532646,2026-01-23
0.12054794520547946,730.0,687.3485403113054,0.037219199014322094,2026-01-23
0.12054794520547946,735.0,687.3485403113054,0.04060887149097247,2026-01-23
0.12054794520547946,750.0,687.3485403113054,0.05044415503368132,2026-01-23
